"tournament_id","round","home","away","winner","loser"
2017,"Round_of_16","Jennifer Maldini","Robin Wright","Jennifer Maldini","Robin Wright"
2017,"Round_of_16","Wei Zhang","Max Williams","Max Williams","Wei Zhang"
2017,"Round_of_16","Mateo Diaz","Noah Fischer","Noah Fischer","Mateo Diaz"
2017,"Round_of_16","Miguel Sansiro","Leonardo Silva","Leonardo Silva","Miguel Sansiro"
2017,"Quarterfinal","Malik Obi","Liam Janssen","Malik Obi","Liam Janssen"
2017,"Quarterfinal","Jackson Davis","Juma Sow","Juma Sow","Jackson Davis"
2017,"Quarterfinal","Jennifer Maldini","Max Williams","Jennifer Maldini","Max Williams"
2017,"Quarterfinal","Noah Fischer","Leonardo Silva","Leonardo Silva","Noah Fischer"
2017,"Semifinal","Malik Obi","Juma Sow","Juma Sow","Malik Obi"
2017,"Semifinal","Jennifer Maldini","Leonardo Silva","Leonardo Silva","Jennifer Maldini"
2017,"Final","Juma Sow","Leonardo Silva","Leonardo Silva","Juma Sow"
2018,"Round_of_16","Aiden Nguyen","Malik Obi","Aiden Nguyen","Malik Obi"
2018,"Round_of_16","Liam Janssen","Mia Gonzalez","Mia Gonzalez","Liam Janssen"
2018,"Round_of_16","Jackson Davis","Luca Muller","Luca Muller","Jackson Davis"
2018,"Round_of_16","Juma Sow","Li Wei","Juma Sow","Li Wei"
2018,"Round_of_16","Jennifer Maldini","Robin Wright","Jennifer Maldini","Robin Wright"
2018,"Round_of_16","Wei Zhang","Max Williams","Max Williams","Wei Zhang"
2018,"Round_of_16","Mateo Diaz","Noah Fischer","Noah Fischer","Mateo Diaz"
2018,"Round_of_16","Miguel Sansiro","Leonardo Silva","Miguel Sansiro","Leonardo Silva"
2018,"Quarterfinal","Aiden Nguyen","Mia Gonzalez","Mia Gonzalez","Aiden Nguyen"
2018,"Quarterfinal","Luca Muller","Juma Sow","Juma Sow","Luca Muller"
2018,"Quarterfinal","Jennifer Maldini","Max Williams","Jennifer Maldini","Max Williams"
2018,"Quarterfinal","Noah Fischer","Miguel Sansiro","Noah Fischer","Miguel Sansiro"
2018,"Semifinal","Mia Gonzalez","Juma Sow","Juma Sow","Mia Gonzalez"
2018,"Semifinal","Jennifer Maldini","Noah Fischer","Noah Fischer","Jennifer Maldini"
2018,"Final","Juma Sow","Noah Fischer","Noah Fischer","Juma Sow"
2019,"Round_of_16","Aiden Nguyen","Juma Sow","Aiden Nguyen","Juma Sow"
2019,"Round_of_16","Luca Muller","Miguel Sansiro","Luca Muller","Miguel Sansiro"
2019,"Round_of_16","Malik Obi","Mia Gonzalez","Malik Obi","Mia Gonzalez"
2019,"Round_of_16","Jennifer Maldini","Liam Janssen","Liam Janssen","Jennifer Maldini"
2019,"Round_of_16","Max Williams","Jackson Davis","Jackson Davis","Max Williams"
2019,"Round_of_16","Wei Zhang","Li Wei","Wei Zhang","Li Wei"
2019,"Round_of_16","Robin Wright","Leonardo Silva","Robin Wright","Leonardo Silva"
2019,"Round_of_16","Mateo Diaz","Noah Fischer","Noah Fischer","Mateo Diaz"
2019,"Quarterfinal","Aiden Nguyen","Luca Muller","Luca Muller","Aiden Nguyen"
2019,"Quarterfinal","Malik Obi","Liam Janssen","Malik Obi","Liam Janssen"
2019,"Quarterfinal","Jackson Davis","Wei Zhang","Jackson Davis","Wei Zhang"
2019,"Quarterfinal","Robin Wright","Noah Fischer","Noah Fischer","Robin Wright"
2019,"Semifinal","Luca Muller","Malik Obi","Luca Muller","Malik Obi"
2019,"Semifinal","Jackson Davis","Noah Fischer","Noah Fischer","Jackson Davis"
2019,"Final","Luca Muller","Noah Fischer","Noah Fischer","Luca Muller"
2020,"Round_of_16","Liam Janssen","Max Williams","Max Williams","Liam Janssen"
2020,"Round_of_16","Aiden Nguyen","Mateo Diaz","Mateo Diaz","Aiden Nguyen"
2020,"Round_of_16","Malik Obi","Robin Wright","Robin Wright","Malik Obi"
2020,"Round_of_16","Wei Zhang","Luca Muller","Luca Muller","Wei Zhang"
2020,"Round_of_16","Jennifer Maldini","Jackson Davis","Jackson Davis","Jennifer Maldini"
2020,"Round_of_16","Li Wei","Samuel Flores","Li Wei","Samuel Flores"
2020,"Round_of_16","Juma Sow","Luis Perez","Luis Perez","Juma Sow"
2020,"Round_of_16","Miguel Sansiro","Wei Zhang","Miguel Sansiro","Wei Zhang"
2020,"Quarterfinal","Max Williams","Mateo Diaz","Mateo Diaz","Max Williams"
2020,"Quarterfinal","Robin Wright","Luca Muller","Robin Wright","Luca Muller"
2020,"Quarterfinal","Jackson Davis","Li Wei","Li Wei","Jackson Davis"
2020,"Quarterfinal","Luis Perez","Miguel Sansiro","Miguel Sansiro","Luis Perez"
2020,"Semifinal","Mateo Diaz","Robin Wright","Mateo Diaz","Robin Wright"
2020,"Semifinal","Li Wei","Miguel Sansiro","Li Wei","Miguel Sansiro"
2020,"Final","Mateo Diaz","Li Wei","Li Wei","Mateo Diaz"
2021,"Round_of_16","Leonardo Silva","Mia Gonzalez","Leonardo Silva","Mia Gonzalez"
2021,"Round_of_16","Miguel Sansiro","Luca Muller","Miguel Sansiro","Luca Muller"
2021,"Round_of_16","Li Wei","Samuel Flores","Li Wei","Samuel Flores"
2021,"Round_of_16","Noah Fischer","Olivia Smith","Noah Fischer","Olivia Smith"
2021,"Round_of_16","Liam Janssen","Wei Zhang","Liam Janssen","Wei Zhang"
2021,"Round_of_16","Mateo Diaz","Malik Obi","Mateo Diaz","Malik Obi"
2021,"Round_of_16","Max Williams","Jackson Davis","Max Williams","Jackson Davis"
2021,"Round_of_16","Aiden Nguyen","Luis Perez","Aiden Nguyen","Luis Perez"
2021,"Quarterfinal","Leonardo Silva","Miguel Sansiro","Leonardo Silva","Miguel Sansiro"
2021,"Quarterfinal","Li Wei","Noah Fischer","Li Wei","Noah Fischer"
2021,"Quarterfinal","Liam Janssen","Mateo Diaz","Liam Janssen","Mateo Diaz"
2021,"Quarterfinal","Jackson Davis","Aiden Nguyen","Jackson Davis","Aiden Nguyen"
2021,"Semifinal","Leonardo Silva","Noah Fischer","Leonardo Silva","Noah Fischer"
2021,"Semifinal","Mateo Diaz","Jackson Davis","Mateo Diaz","Jackson Davis"
2021,"Final","Leonardo Silva","Jackson Davis","Leonardo Silva","Jackson Davis"
2022,"Round_of_16","Olivia Smith","Youssef Camara","Youssef Camara","Olivia Smith"
2022,"Round_of_16","Aiden Nguyen","Jackson Davis","Aiden Nguyen","Jackson Davis"
2022,"Round_of_16","Wei Zhang","Li Wei","Wei Zhang","Li Wei"
2022,"Round_of_16","Luca Muller","Malik Obi","Malik Obi","Luca Muller"
2022,"Round_of_16","Jennifer Maldini","Robin Wright","Jennifer Maldini","Robin Wright"
2022,"Round_of_16","Juma Sow","Miguel Sansiro","Miguel Sansiro","Juma Sow"
2022,"Round_of_16","Mateo Diaz","Max Williams","Max Williams","Mateo Diaz"
2022,"Round_of_16","Luis Perez","Liam Janssen","Luis Perez","Liam Janssen"
2022,"Quarterfinal","Youssef Camara","Aiden Nguyen","Youssef Camara","Aiden Nguyen"
2022,"Quarterfinal","Wei Zhang","Malik Obi","Wei Zhang","Malik Obi"
2022,"Quarterfinal","Jennifer Maldini","Miguel Sansiro","Miguel Sansiro","Jennifer Maldini"
2022,"Quarterfinal","Max Williams","Luis Perez","Luis Perez","Max Williams"
2022,"Semifinal","Youssef Camara","Wei Zhang","Wei Zhang","Youssef Camara"
2022,"Semifinal","Miguel Sansiro","Luis Perez","Luis Perez","Miguel Sansiro"
2022,"Final","Wei Zhang","Luis Perez","Wei Zhang","Luis Perez"
2023,"Round_of_16","Aiden Nguyen","Jennifer Maldini","Aiden Nguyen","Jennifer Maldini"
2023,"Round_of_16","Malik Obi","Robin Wright","Robin Wright","Malik Obi"
1930,"Quarterfinal","Aiden Nguyen","Kazuki Yamamoto","Aiden Nguyen","Kazuki Yamamoto"
2023,"Round_of_16","Wei Zhang","Liam Janssen","Wei Zhang","Liam Janssen"
2023,"Round_of_16","Juma Sow","Daniel Weber","Juma Sow","Daniel Weber"
2023,"Round_of_16","Jin Nakamura","Jackson Davis","Jin Nakamura","Jackson Davis"
2023,"Round_of_16","Luca Muller","Wei Zhang","Luca Muller","Wei Zhang"
2023,"Round_of_16","Miguel Sansiro","Tariq Ebo","Tariq Ebo","Miguel Sansiro"
2023,"Round_of_16","Max Williams","Kauro Mitoma","Kauro Mitoma","Max Williams"
2023,"Quarterfinal","Aiden Nguyen","Robin Wright","Aiden Nguyen","Robin Wright"
2023,"Quarterfinal","Wei Zhang","Juma Sow","Wei Zhang","Juma Sow"
2023,"Quarterfinal","Jin Nakamura","Luca Muller","Jin Nakamura","Luca Muller"
2023,"Quarterfinal","Tariq Ebo","Kauro Mitoma","Tariq Ebo","Kauro Mitoma"
2023,"Semifinal","Jin Nakamura","Tariq Ebo","Jin Nakamura","Tariq Ebo"
2024,"Round_of_16","Malik Obi","Tariq Ebo","Malik Obi","Tariq Ebo"
2024,"Round_of_16","Aiden Nguyen","Juma Sow","Aiden Nguyen","Juma Sow"
2024,"Round_of_16","Jackson Davis","Wei Zhang","Wei Zhang","Jackson Davis"
2024,"Round_of_16","Kauro Mitoma","Luca Muller","Luca Muller","Kauro Mitoma"
2024,"Round_of_16","Jin Nakamura","Liam Janssen","Jin Nakamura","Liam Janssen"
2024,"Round_of_16","Jennifer Maldini","Wei Zhang","Wei Zhang","Jennifer Maldini"
2024,"Round_of_16","Miguel Sansiro","Daniel Weber","Miguel Sansiro","Daniel Weber"
2024,"Round_of_16","Max Williams","Robin Wright","Max Williams","Robin Wright"
2024,"Quarterfinal","Malik Obi","Aiden Nguyen","Aiden Nguyen","Malik Obi"
2024,"Quarterfinal","Wei Zhang","Luca Muller","Luca Muller","Wei Zhang"
2024,"Quarterfinal","Jin Nakamura","Wei Zhang","Jin Nakamura","Wei Zhang"
2024,"Quarterfinal","Miguel Sansiro","Robin Wright","Robin Wright","Miguel Sansiro"
2024,"Semifinal","Aiden Nguyen","Luca Muller","Aiden Nguyen","Luca Muller"
2024,"Semifinal","Jin Nakamura","Robin Wright","Jin Nakamura","Robin Wright"
2024,"Final","Aiden Nguyen","Jin Nakamura","Jin Nakamura","Aiden Nguyen"
2025,"Round_of_16","Liam Janssen","Wei Zhang","Wei Zhang","Liam Janssen"
2025,"Round_of_16","Jin Nakamura","Malik Obi","Jin Nakamura","Malik Obi"
2025,"Round_of_16","Aiden Nguyen","Jennifer Maldini","Aiden Nguyen","Jennifer Maldini"
2025,"Round_of_16","Kauro Mitoma","Jackson Davis","Kauro Mitoma","Jackson Davis"
2025,"Round_of_16","Luca Muller","Tariq Ebo","Luca Muller","Tariq Ebo"
2025,"Round_of_16","Wei Zhang","Daniel Weber","Daniel Weber","Wei Zhang"
2025,"Round_of_16","Juma Sow","Miguel Sansiro","Juma Sow","Miguel Sansiro"
2025,"Round_of_16","Max Williams","Robin Wright","Max Williams","Robin Wright"
2025,"Quarterfinal","Wei Zhang","Jin Nakamura","Wei Zhang","Jin Nakamura"
2025,"Quarterfinal","Aiden Nguyen","Kauro Mitoma","Aiden Nguyen","Kauro Mitoma"
2025,"Quarterfinal","Luca Muller","Daniel Weber","Daniel Weber","Luca Muller"
2025,"Quarterfinal","Juma Sow","Max Williams","Max Williams","Juma Sow"
2025,"Semifinal","Wei Zhang","Aiden Nguyen","Wei Zhang","Aiden Nguyen"
2025,"Semifinal","Daniel Weber","Max Williams","Daniel Weber","Max Williams"
2025,"Final","Wei Zhang","Daniel Weber","Daniel Weber","Wei Zhang"
2026,"Round_of_16","Luis Perez","Max Williams","Luis Perez","Max Williams"
2026,"Round_of_16","Youssef Camara","Daniel Weber","Daniel Weber","Youssef Camara"
2026,"Round_of_16","Jin Nakamura","Kauro Mitoma","Jin Nakamura","Kauro Mitoma"
2026,"Round_of_16","Rafael Castillo","Samuel Flores","Samuel Flores","Rafael Castillo"
2026,"Round_of_16","Jackson Davis","Aiden Nguyen","Jackson Davis","Aiden Nguyen"
2026,"Round_of_16","Olivia Smith","Luca Muller","Luca Muller","Olivia Smith"
2026,"Round_of_16","Tariq Ebo","Malik Obi","Tariq Ebo","Malik Obi"
2026,"Round_of_16","Li Wei","Leonardo Silva","Leonardo Silva","Li Wei"
2026,"Quarterfinal","Luis Perez","Daniel Weber","Luis Perez","Daniel Weber"
2026,"Quarterfinal","Jin Nakamura","Samuel Flores","Jin Nakamura","Samuel Flores"
2026,"Quarterfinal","Jackson Davis","Luca Muller","Jackson Davis","Luca Muller"
2026,"Quarterfinal","Tariq Ebo","Leonardo Silva","Tariq Ebo","Leonardo Silva"
2026,"Semifinal","Luis Perez","Jin Nakamura","Jin Nakamura","Luis Perez"
2026,"Semifinal","Jackson Davis","Tariq Ebo","Jackson Davis","Tariq Ebo"
2026,"Final","Jin Nakamura","Jackson Davis","Jackson Davis","Jin Nakamura"
2023,"Semifinal","Aiden Nguyen","Wei Zhang","Wei Zhang","Aiden Nguyen"
2023,"Final","Wei Zhang","Jin Nakamura","Jin Nakamura","Wei Zhang"
2027,"Round_of_16","Malik Obi","Leonardo Silva","Leonardo Silva","Malik Obi"
2027,"Round_of_16","Luca Muller","Jackson Davis","Luca Muller","Jackson Davis"
2027,"Round_of_16","Olivia Smith","Li Wei","Li Wei","Olivia Smith"
2027,"Round_of_16","Samuel Flores","Aiden Nguyen","Samuel Flores","Aiden Nguyen"
2027,"Round_of_16","Daniel Weber","Jin Nakamura","Jin Nakamura","Daniel Weber"
2027,"Round_of_16","Rafael Castillo","Youssef Camara","Rafael Castillo","Youssef Camara"
2027,"Round_of_16","Tariq Ebo","Kauro Mitoma","Tariq Ebo","Kauro Mitoma"
2027,"Round_of_16","Max Williams","Luis Perez","Max Williams","Luis Perez"
2027,"Quarterfinal","Leonardo Silva","Luca Muller","Leonardo Silva","Luca Muller"
2027,"Quarterfinal","Li Wei","Samuel Flores","Li Wei","Samuel Flores"
2027,"Quarterfinal","Jin Nakamura","Rafael Castillo","Jin Nakamura","Rafael Castillo"
2027,"Quarterfinal","Tariq Ebo","Max Williams","Tariq Ebo","Max Williams"
2027,"Semifinal","Leonardo Silva","Li Wei","Leonardo Silva","Li Wei"
2027,"Semifinal","Jin Nakamura","Tariq Ebo","Jin Nakamura","Tariq Ebo"
2027,"Final","Leonardo Silva","Jin Nakamura","Leonardo Silva","Jin Nakamura"
2028,"Round_of_16","Youssef Camara","Jackson Davis","Jackson Davis","Youssef Camara"
2028,"Round_of_16","Olivia Smith","Rafael Castillo","Rafael Castillo","Olivia Smith"
2028,"Round_of_16","Samuel Flores","Tariq Ebo","Tariq Ebo","Samuel Flores"
2028,"Round_of_16","Jennifer Maldini","Malik Obi","Jennifer Maldini","Malik Obi"
2028,"Round_of_16","Sofia Kovac","Isabella Hernandez","Sofia Kovac","Isabella Hernandez"
2028,"Round_of_16","Aiden Nguyen","Luis Perez","Aiden Nguyen","Luis Perez"
2028,"Round_of_16","Mia Gonzalez","Daniel Weber","Daniel Weber","Mia Gonzalez"
2028,"Round_of_16","Jin Nakamura","Leonardo Silva","Leonardo Silva","Jin Nakamura"
2028,"Quarterfinal","Jackson Davis","Rafael Castillo","Rafael Castillo","Jackson Davis"
2028,"Quarterfinal","Tariq Ebo","Jennifer Maldini","Tariq Ebo","Jennifer Maldini"
2028,"Quarterfinal","Sofia Kovac","Aiden Nguyen","Aiden Nguyen","Sofia Kovac"
2028,"Quarterfinal","Daniel Weber","Leonardo Silva","Leonardo Silva","Daniel Weber"
2028,"Semifinal","Rafael Castillo","Tariq Ebo","Tariq Ebo","Rafael Castillo"
2028,"Semifinal","Aiden Nguyen","Leonardo Silva","Aiden Nguyen","Leonardo Silva"
2028,"Final","Tariq Ebo","Aiden Nguyen","Aiden Nguyen","Tariq Ebo"
2029,"Round_of_16","Jackson Davis","Luis Perez","Luis Perez","Jackson Davis"
2029,"Round_of_16","Rafael Castillo","Leonardo Silva","Rafael Castillo","Leonardo Silva"
2029,"Round_of_16","Kazuki Yamamoto","Luca Muller","Kazuki Yamamoto","Luca Muller"
2029,"Round_of_16","Li Wei","Sofia Kovac","Sofia Kovac","Li Wei"
2029,"Round_of_16","Jin Nakamura","Samuel Flores","Samuel Flores","Jin Nakamura"
2029,"Round_of_16","Aiden Nguyen","Daniel Weber","Aiden Nguyen","Daniel Weber"
2029,"Round_of_16","Jennifer Maldini","Tariq Ebo","Tariq Ebo","Jennifer Maldini"
2029,"Round_of_16","Youssef Camara","Miguel Sansiro","Youssef Camara","Miguel Sansiro"
2029,"Quarterfinal","Luis Perez","Rafael Castillo","Rafael Castillo","Luis Perez"
2029,"Quarterfinal","Kazuki Yamamoto","Sofia Kovac","Kazuki Yamamoto","Sofia Kovac"
2029,"Quarterfinal","Samuel Flores","Aiden Nguyen","Samuel Flores","Aiden Nguyen"
2029,"Quarterfinal","Tariq Ebo","Youssef Camara","Tariq Ebo","Youssef Camara"
2029,"Semifinal","Rafael Castillo","Kazuki Yamamoto","Rafael Castillo","Kazuki Yamamoto"
2029,"Semifinal","Samuel Flores","Tariq Ebo","Samuel Flores","Tariq Ebo"
2029,"Final","Rafael Castillo","Samuel Flores","Rafael Castillo","Samuel Flores"
2030,"Round_of_16","Kazuki Yamamoto","Aiden Nguyen","Aiden Nguyen","Kazuki Yamamoto"
2030,"Round_of_16","Jackson Davis","Sofia Kovac","Jackson Davis","Sofia Kovac"
2030,"Round_of_16","Youssef Camara","Tariq Ebo","Youssef Camara","Tariq Ebo"
2030,"Round_of_16","Li Wei","Rafael Castillo","Rafael Castillo","Li Wei"
2030,"Round_of_16","Samuel Flores","Juma Sow","Samuel Flores","Juma Sow"
2030,"Round_of_16","Leonardo Silva","Daniel Weber","Leonardo Silva","Daniel Weber"
2030,"Round_of_16","Jin Nakamura","Miguel Sansiro","Jin Nakamura","Miguel Sansiro"
2030,"Round_of_16","Luis Perez","Mateo Diaz","Luis Perez","Mateo Diaz"
2030,"Quarterfinal","Aiden Nguyen","Jackson Davis","Aiden Nguyen","Jackson Davis"
2030,"Quarterfinal","Youssef Camara","Rafael Castillo","Rafael Castillo","Youssef Camara"
2030,"Quarterfinal","Samuel Flores","Leonardo Silva","Samuel Flores","Leonardo Silva"
2030,"Quarterfinal","Jin Nakamura","Luis Perez","Luis Perez","Jin Nakamura"
2030,"Semifinal","Aiden Nguyen","Rafael Castillo","Aiden Nguyen","Rafael Castillo"
2030,"Semifinal","Samuel Flores","Luis Perez","Samuel Flores","Luis Perez"
2030,"Final","Aiden Nguyen","Samuel Flores","Samuel Flores","Aiden Nguyen"
2031,"Round_of_16","Tariq Ebo","Leonardo Silva","Tariq Ebo","Leonardo Silva"
2031,"Round_of_16","Kazuki Yamamoto","Li Wei","Li Wei","Kazuki Yamamoto"
2031,"Round_of_16","Jin Nakamura","Jackson Davis","Jackson Davis","Jin Nakamura"
2031,"Round_of_16","Aiden Nguyen","Samuel Flores","Aiden Nguyen","Samuel Flores"
2031,"Round_of_16","Daniel Weber","Sofia Kovac","Sofia Kovac","Daniel Weber"
2031,"Round_of_16","Rafael Castillo","Luis Perez","Luis Perez","Rafael Castillo"
2031,"Round_of_16","Youssef Camara","Juma Sow","Juma Sow","Youssef Camara"
2031,"Round_of_16","Miguel Sansiro","Mateo Diaz","Miguel Sansiro","Mateo Diaz"
2031,"Quarterfinal","Tariq Ebo","Li Wei","Li Wei","Tariq Ebo"
2031,"Quarterfinal","Jackson Davis","Aiden Nguyen","Jackson Davis","Aiden Nguyen"
2031,"Quarterfinal","Sofia Kovac","Luis Perez","Luis Perez","Sofia Kovac"
2031,"Quarterfinal","Juma Sow","Miguel Sansiro","Juma Sow","Miguel Sansiro"
2031,"Semifinal","Luis Perez","Juma Sow","Luis Perez","Juma Sow"
2031,"Final","Jackson Davis","Luis Perez","Luis Perez","Jackson Davis"
2032,"Round_of_16","Samuel Flores","Aiden Nguyen","Samuel Flores","Aiden Nguyen"
2032,"Round_of_16","Li Wei","Tariq Ebo","Tariq Ebo","Li Wei"
2032,"Round_of_16","Jackson Davis","Kazuki Yamamoto","Jackson Davis","Kazuki Yamamoto"
2032,"Round_of_16","Luis Perez","Daniel Weber","Luis Perez","Daniel Weber"
2032,"Round_of_16","Sofia Kovac","Jin Nakamura","Sofia Kovac","Jin Nakamura"
2032,"Round_of_16","Rafael Castillo","Miguel Sansiro","Rafael Castillo","Miguel Sansiro"
2032,"Round_of_16","Juma Sow","Leonardo Silva","Leonardo Silva","Juma Sow"
2032,"Round_of_16","Mateo Diaz","Youssef Camara","Mateo Diaz","Youssef Camara"
2032,"Quarterfinal","Samuel Flores","Tariq Ebo","Tariq Ebo","Samuel Flores"
2032,"Quarterfinal","Jackson Davis","Luis Perez","Jackson Davis","Luis Perez"
2032,"Quarterfinal","Sofia Kovac","Rafael Castillo","Rafael Castillo","Sofia Kovac"
2032,"Quarterfinal","Leonardo Silva","Mateo Diaz","Leonardo Silva","Mateo Diaz"
2032,"Semifinal","Tariq Ebo","Jackson Davis","Jackson Davis","Tariq Ebo"
2032,"Semifinal","Rafael Castillo","Leonardo Silva","Rafael Castillo","Leonardo Silva"
2032,"Final","Jackson Davis","Rafael Castillo","Jackson Davis","Rafael Castillo"
2033,"Round_of_16","Malik Obi","Jackson Davis","Jackson Davis","Malik Obi"
2033,"Round_of_16","Robin Wright","Li Wei","Li Wei","Robin Wright"
2033,"Round_of_16","Sofia Kovac","Rafael Castillo","Sofia Kovac","Rafael Castillo"
2033,"Round_of_16","Samuel Flores","Leonardo Silva","Samuel Flores","Leonardo Silva"
2033,"Round_of_16","Tariq Ebo","Jin Nakamura","Tariq Ebo","Jin Nakamura"
2033,"Round_of_16","Daniel Weber","Mateo Diaz","Daniel Weber","Mateo Diaz"
2033,"Round_of_16","Miguel Sansiro","Luis Perez","Luis Perez","Miguel Sansiro"
2033,"Round_of_16","Aiden Nguyen","Juma Sow","Aiden Nguyen","Juma Sow"
2033,"Quarterfinal","Jackson Davis","Li Wei","Li Wei","Jackson Davis"
2033,"Quarterfinal","Sofia Kovac","Samuel Flores","Samuel Flores","Sofia Kovac"
2033,"Quarterfinal","Tariq Ebo","Daniel Weber","Tariq Ebo","Daniel Weber"
2033,"Quarterfinal","Luis Perez","Aiden Nguyen","Aiden Nguyen","Luis Perez"
2033,"Semifinal","Li Wei","Samuel Flores","Samuel Flores","Li Wei"
2033,"Semifinal","Tariq Ebo","Aiden Nguyen","Aiden Nguyen","Tariq Ebo"
2033,"Final","Samuel Flores","Aiden Nguyen","Aiden Nguyen","Samuel Flores"
2034,"Round_of_16","Malik Obi","Samuel Flores","Samuel Flores","Malik Obi"
2034,"Round_of_16","Jackson Davis","Juma Sow","Jackson Davis","Juma Sow"
2034,"Round_of_16","Robin Wright","Aiden Nguyen","Robin Wright","Aiden Nguyen"
2034,"Round_of_16","Li Wei","Daniel Weber","Li Wei","Daniel Weber"
2034,"Round_of_16","Sofia Kovac","Tariq Ebo","Sofia Kovac","Tariq Ebo"
2034,"Round_of_16","Rafael Castillo","Luis Perez","Luis Perez","Rafael Castillo"
2034,"Round_of_16","Leonardo Silva","Miguel Sansiro","Leonardo Silva","Miguel Sansiro"
2034,"Round_of_16","Mateo Diaz","Jin Nakamura","Jin Nakamura","Mateo Diaz"
2034,"Quarterfinal","Samuel Flores","Jackson Davis","Samuel Flores","Jackson Davis"
2034,"Quarterfinal","Robin Wright","Li Wei","Li Wei","Robin Wright"
2034,"Quarterfinal","Sofia Kovac","Luis Perez","Sofia Kovac","Luis Perez"
2034,"Quarterfinal","Leonardo Silva","Jin Nakamura","Jin Nakamura","Leonardo Silva"
2034,"Semifinal","Samuel Flores","Li Wei","Samuel Flores","Li Wei"
2034,"Semifinal","Sofia Kovac","Jin Nakamura","Sofia Kovac","Jin Nakamura"
2034,"Final","Samuel Flores","Sofia Kovac","Sofia Kovac","Samuel Flores"
2035,"Round_of_16","Tariq Ebo","Jackson Davis","Tariq Ebo","Jackson Davis"
2035,"Round_of_16","Aiden Nguyen","Juma Sow","Aiden Nguyen","Juma Sow"
2035,"Round_of_16","Mateo Diaz","Malik Obi","Malik Obi","Mateo Diaz"
2035,"Round_of_16","Sofia Kovac","Leonardo Silva","Sofia Kovac","Leonardo Silva"
2035,"Round_of_16","Rafael Castillo","Samuel Flores","Rafael Castillo","Samuel Flores"
2035,"Round_of_16","Luis Perez","Li Wei","Luis Perez","Li Wei"
2035,"Round_of_16","Miguel Sansiro","Jin Nakamura","Miguel Sansiro","Jin Nakamura"
2035,"Round_of_16","Daniel Weber","Robin Wright","Daniel Weber","Robin Wright"
2035,"Quarterfinal","Tariq Ebo","Aiden Nguyen","Tariq Ebo","Aiden Nguyen"
2035,"Quarterfinal","Malik Obi","Sofia Kovac","Sofia Kovac","Malik Obi"
2035,"Quarterfinal","Rafael Castillo","Luis Perez","Rafael Castillo","Luis Perez"
2035,"Quarterfinal","Miguel Sansiro","Daniel Weber","Miguel Sansiro","Daniel Weber"
2035,"Semifinal","Tariq Ebo","Sofia Kovac","Sofia Kovac","Tariq Ebo"
2035,"Semifinal","Rafael Castillo","Miguel Sansiro","Rafael Castillo","Miguel Sansiro"
2035,"Final","Sofia Kovac","Rafael Castillo","Rafael Castillo","Sofia Kovac"
2036,"Round_of_16","Jackson Davis","Tariq Ebo","Tariq Ebo","Jackson Davis"
2036,"Round_of_16","Aiden Nguyen","Daniel Weber","Daniel Weber","Aiden Nguyen"
2036,"Round_of_16","Malik Obi","Samuel Flores","Samuel Flores","Malik Obi"
2036,"Round_of_16","Sofia Kovac","Miguel Sansiro","Miguel Sansiro","Sofia Kovac"
2036,"Round_of_16","Rafael Castillo","Juma Sow","Rafael Castillo","Juma Sow"
2036,"Round_of_16","Luis Perez","Li Wei","Li Wei","Luis Perez"
2036,"Round_of_16","Mateo Diaz","Leonardo Silva","Mateo Diaz","Leonardo Silva"
2036,"Round_of_16","Robin Wright","Jin Nakamura","Robin Wright","Jin Nakamura"
2036,"Quarterfinal","Tariq Ebo","Daniel Weber","Tariq Ebo","Daniel Weber"
2036,"Quarterfinal","Samuel Flores","Miguel Sansiro","Miguel Sansiro","Samuel Flores"
2036,"Quarterfinal","Rafael Castillo","Li Wei","Rafael Castillo","Li Wei"
2036,"Quarterfinal","Mateo Diaz","Robin Wright","Mateo Diaz","Robin Wright"
2036,"Semifinal","Tariq Ebo","Miguel Sansiro","Miguel Sansiro","Tariq Ebo"
2036,"Semifinal","Rafael Castillo","Mateo Diaz","Rafael Castillo","Mateo Diaz"
2036,"Final","Miguel Sansiro","Rafael Castillo","Rafael Castillo","Miguel Sansiro"
2037,"Round_of_16","Samuel Flores","Aiden Nguyen","Samuel Flores","Aiden Nguyen"
2037,"Round_of_16","Jackson Davis","Tariq Ebo","Tariq Ebo","Jackson Davis"
2037,"Round_of_16","Malik Obi","Youssef Camara","Malik Obi","Youssef Camara"
2037,"Round_of_16","Rafael Castillo","Juma Sow","Rafael Castillo","Juma Sow"
2037,"Round_of_16","Sofia Kovac","Mateo Diaz","Sofia Kovac","Mateo Diaz"
2037,"Round_of_16","Daniel Weber","Miguel Sansiro","Miguel Sansiro","Daniel Weber"
2037,"Round_of_16","Jin Nakamura","Luis Perez","Jin Nakamura","Luis Perez"
2037,"Round_of_16","Robin Wright","Leonardo Silva","Robin Wright","Leonardo Silva"
2037,"Quarterfinal","Samuel Flores","Tariq Ebo","Samuel Flores","Tariq Ebo"
2037,"Quarterfinal","Malik Obi","Rafael Castillo","Rafael Castillo","Malik Obi"
2037,"Quarterfinal","Sofia Kovac","Miguel Sansiro","Miguel Sansiro","Sofia Kovac"
2037,"Quarterfinal","Jin Nakamura","Robin Wright","Jin Nakamura","Robin Wright"
2037,"Semifinal","Samuel Flores","Rafael Castillo","Samuel Flores","Rafael Castillo"
